1;0,0323499686654059
2;0,0306565630140063
3;0,0106594663323261
4;0,0468767887568408
11;1
21;0,120848067936075
22;0,156633236542943
23;0,154132763475154
24;0,232699783116614
25;0,143793330944062
26;0,162054731090959
31;0,322793133848876
41;0,199254972326026
42;0,147464769727123
43;0,103031410520949
52;0,30841344669126
53;0,29371687296094
54;0,167533465857881
72;0,293131095050629
73;0,259035398059498
74;0,0789757659469086
82;0,556210878474098
83;0,141372128694895
91;0,273293523515108
93;0,495840544092868
94;0,0348736525436098
