1;0,0198598130841121
2;0,0233644859813084
3;0,00467289719626168
4;0,0163551401869159
11;1
21;0,0280373831775701
22;0,0654205607476635
23;0,0724299065420561
24;0,132009345794393
25;0,0467289719626168
26;0,0514018691588785
31;0,0782710280373832
41;0,044392523364486
42;0,0607476635514019
43;0,0128504672897196
52;0,0689252336448598
53;0,114485981308411
54;0,0373831775700935
72;0,106308411214953
73;0,0934579439252336
74;0,0175233644859813
82;0,247663551401869
83;0,0759345794392523
91;0,0992990654205607
93;0,331775700934579
94;0,0175233644859813
