1;0,0784375
2;0,0694117647058824
3;0,123181818181818
4;0,108333333333333
11;0,0338875878220141
21;-0,00304928131416838
22;0,0176429506765605
23;0,0257887323943662
24;-0,0119652551574376
25;0,011523178807947
26;-0,0286217008797654
31;0,0217011642949547
41;0,00602821718683198
42;0,0144186046511628
43;0,00527731092436975
52;0,0196404793608522
53;-0,00687943262411347
54;-0,0154240766073871
72;-0,0176655052264808
73;-0,0349585955614442
74;-0,0822757697456493
82;0,0079124696075026
83;-0,0453969465648855
91;-0,0247766990291262
93;-0,00305295950155763
94;-0,0871388888888889
