1;0;0,0013201;0,0126946982962589;0,0128423830405889;-0,745455959758343
2;0;0,0013201;0,0126946982962589;0,0128423830405889;-0,556708798591908
3;0;0,0013201;0,0126946982962589;0,0128423830405889;-0,294646624410412
4;0;0,0013201;0,0126946982962589;0,0128423830405889;-0,745455959758343
11;1;1;1;1;-0,756613889305688
21;0,0585503;0,0646229;0,0705016981505035;0,0754148564153312;-0,0436585224177728
22;0,073653;0,0827008;0,0854126775271095;0,0932841618270179;-0,0544382466959578
23;0,0818939;0,0873757;0,0935490247364922;0,0979050855975551;-0,0719435757856184
24;0,1154726;0,1230681;0,126701395059091;0,13318568224406;-0,114441900634194
25;0,0560284;0,0594203;0,0680118760719513;0,0702722309668162;-0,115621156633984
26;0,0690138;0,0758502;0,080832363294392;0,0865126154245338;-0,076798216943101
31;0,1708519;0,1788013;0,181377648306142;0,188275859787823;-0,160168837745479
41;0,0988107;0,1075006;0,110250998823973;0,117797782637712;-0,0624111687036745
42;0,0850002;0,0905943;0,0966158785557834;0,101086538902889;-0,154195137133316
43;0,0439491;0,0470918;0,0560858878801371;0,0580860334245352;-0,0512767660542579
52;0,1681986;0,1481037;0,178758044002164;0,157932456837287;-0,309524121078379
53;0,144952;0,1256707;0,155806556598029;0,13575829397368;-0,404564443162098
54;0,0700249;0,0670957;0,0818306881053592;0,0778590681588431;-0,205373937167706
72;0,1487661;0,1387237;0,159572237784997;0,148660717280403;-0,240655453756253
73;0,1313235;0,1182517;0,142351134795813;0,128424846034251;-0,136901859222581
74;0,0217015;0,0248325;0,0341207453892369;0,036083539469417;-0,129470961173325
82;0,3383811;0,3242578;0,346780102987187;0,332054220468556;-0,279462958832945
83;0,0511081;0,0564631;0,0631540275417849;0,0673492084356858;-0,163688570519787
91;0,1031223;0,0904684;0,114507855817938;0,100962114137436;-0,415701570242615
93;0,2504019;0,2305911;0,259917857834554;0,239468128421335;-0,99999943457221
94;0;0;0,0126946982962589;0,0115375068902167;-0,38821329691763
